month,period,district,tot_pop,tot_white,tot_black,tot_hisp,p50_inc
2011-08-01,1,1,38472,22608,4953,2543,91084.90740099942
2011-08-01,1,2,37992,630,35966,628,29890.17199745588
2011-08-01,1,3,78629,3217,71792,1371,28047.559481026005
2011-08-01,1,4,124519,9926,77314,35387,39010.22158061094
2011-08-01,1,5,74384,843,70053,2524,33146.904199946075
2011-08-01,1,6,89570,309,87288,906,34672.245770460606
2011-08-01,1,7,71616,265,69321,1172,23960.592096623615
2011-08-01,1,8,247373,51491,52219,139854,49069.150964380584
2011-08-01,1,9,154400,23416,18775,94313,36323.727884780805
2011-08-01,1,10,117209,4204,39545,72559,29147.49186885846
2011-08-01,1,11,72356,1794,61028,8493,26337.89059833065
2011-08-01,1,12,67385,20983,11737,27796,52560.592700932604
2011-08-01,1,13,56938,29374,10470,14123,61949.53247343876
2011-08-01,1,14,120999,50502,8740,55765,61849.46498489269
2011-08-01,1,15,57816,943,53971,2142,27940.008433779956
2011-08-01,1,16,200465,137950,2028,46478,64130.009980213974
2011-08-01,1,17,144451,55798,4803,62490,55060.057577077394
2011-08-01,1,18,114472,86195,10623,5698,87939.2372898094
2011-08-01,1,19,106218,84719,2671,11360,93097.5696425188
2011-08-01,1,20,89140,48166,9498,16352,52332.7159687798
2011-08-01,1,21,69813,16709,32673,2800,45464.24450115845
2011-08-01,1,22,101879,34930,61918,3360,65103.414276256946
2011-08-01,1,23,94560,65845,10626,8648,58692.04464220799
2011-08-01,1,24,139915,59784,25202,29634,44899.58259847497
2011-08-01,1,25,199152,29288,32850,132050,40940.779706306304
2011-09-01,1,1,38472,22608,4953,2543,91084.90740099942
2011-09-01,1,2,37992,630,35966,628,29890.17199745588
2011-09-01,1,3,78629,3217,71792,1371,28047.559481026005
2011-09-01,1,4,124519,9926,77314,35387,39010.22158061094
2011-09-01,1,5,74384,843,70053,2524,33146.904199946075
2011-09-01,1,6,89570,309,87288,906,34672.245770460606
2011-09-01,1,7,71616,265,69321,1172,23960.592096623615
2011-09-01,1,8,247373,51491,52219,139854,49069.150964380584
2011-09-01,1,9,154400,23416,18775,94313,36323.727884780805
2011-09-01,1,10,117209,4204,39545,72559,29147.49186885846
2011-09-01,1,11,72356,1794,61028,8493,26337.89059833065
2011-09-01,1,12,67385,20983,11737,27796,52560.592700932604
2011-09-01,1,13,56938,29374,10470,14123,61949.53247343876
2011-09-01,1,14,120999,50502,8740,55765,61849.46498489269
2011-09-01,1,15,57816,943,53971,2142,27940.008433779956
2011-09-01,1,16,200465,137950,2028,46478,64130.009980213974
2011-09-01,1,17,144451,55798,4803,62490,55060.057577077394
2011-09-01,1,18,114472,86195,10623,5698,87939.2372898094
2011-09-01,1,19,106218,84719,2671,11360,93097.5696425188
2011-09-01,1,20,89140,48166,9498,16352,52332.7159687798
2011-09-01,1,21,69813,16709,32673,2800,45464.24450115845
2011-09-01,1,22,101879,34930,61918,3360,65103.414276256946
2011-09-01,1,23,94560,65845,10626,8648,58692.04464220799
2011-09-01,1,24,139915,59784,25202,29634,44899.58259847497
2011-09-01,1,25,199152,29288,32850,132050,40940.779706306304
2011-10-01,1,1,38472,22608,4953,2543,91084.90740099942
2011-10-01,1,2,37992,630,35966,628,29890.17199745588
2011-10-01,1,3,78629,3217,71792,1371,28047.559481026005
2011-10-01,1,4,124519,9926,77314,35387,39010.22158061094
2011-10-01,1,5,74384,843,70053,2524,33146.904199946075
2011-10-01,1,6,89570,309,87288,906,34672.245770460606
2011-10-01,1,7,71616,265,69321,1172,23960.592096623615
2011-10-01,1,8,247373,51491,52219,139854,49069.150964380584
2011-10-01,1,9,154400,23416,18775,94313,36323.727884780805
2011-10-01,1,10,117209,4204,39545,72559,29147.49186885846
2011-10-01,1,11,72356,1794,61028,8493,26337.89059833065
2011-10-01,1,12,67385,20983,11737,27796,52560.592700932604
2011-10-01,1,13,56938,29374,10470,14123,61949.53247343876
2011-10-01,1,14,120999,50502,8740,55765,61849.46498489269
2011-10-01,1,15,57816,943,53971,2142,27940.008433779956
2011-10-01,1,16,200465,137950,2028,46478,64130.009980213974
2011-10-01,1,17,144451,55798,4803,62490,55060.057577077394
2011-10-01,1,18,114472,86195,10623,5698,87939.2372898094
2011-10-01,1,19,106218,84719,2671,11360,93097.5696425188
2011-10-01,1,20,89140,48166,9498,16352,52332.7159687798
2011-10-01,1,21,69813,16709,32673,2800,45464.24450115845
2011-10-01,1,22,101879,34930,61918,3360,65103.414276256946
2011-10-01,1,23,94560,65845,10626,8648,58692.04464220799
2011-10-01,1,24,139915,59784,25202,29634,44899.58259847497
2011-10-01,1,25,199152,29288,32850,132050,40940.779706306304
2011-11-01,1,1,38472,22608,4953,2543,91084.90740099942
2011-11-01,1,2,37992,630,35966,628,29890.17199745588
2011-11-01,1,3,78629,3217,71792,1371,28047.559481026005
2011-11-01,1,4,124519,9926,77314,35387,39010.22158061094
2011-11-01,1,5,74384,843,70053,2524,33146.904199946075
2011-11-01,1,6,89570,309,87288,906,34672.245770460606
2011-11-01,1,7,71616,265,69321,1172,23960.592096623615
2011-11-01,1,8,247373,51491,52219,139854,49069.150964380584
2011-11-01,1,9,154400,23416,18775,94313,36323.727884780805
2011-11-01,1,10,117209,4204,39545,72559,29147.49186885846
2011-11-01,1,11,72356,1794,61028,8493,26337.89059833065
2011-11-01,1,12,67385,20983,11737,27796,52560.592700932604
2011-11-01,1,13,56938,29374,10470,14123,61949.53247343876
2011-11-01,1,14,120999,50502,8740,55765,61849.46498489269
2011-11-01,1,15,57816,943,53971,2142,27940.008433779956
2011-11-01,1,16,200465,137950,2028,46478,64130.009980213974
2011-11-01,1,17,144451,55798,4803,62490,55060.057577077394
2011-11-01,1,18,114472,86195,10623,5698,87939.2372898094
2011-11-01,1,19,106218,84719,2671,11360,93097.5696425188
2011-11-01,1,20,89140,48166,9498,16352,52332.7159687798
2011-11-01,1,21,69813,16709,32673,2800,45464.24450115845
2011-11-01,1,22,101879,34930,61918,3360,65103.414276256946
2011-11-01,1,23,94560,65845,10626,8648,58692.04464220799
2011-11-01,1,24,139915,59784,25202,29634,44899.58259847497
2011-11-01,1,25,199152,29288,32850,132050,40940.779706306304
2011-12-01,1,1,38472,22608,4953,2543,91084.90740099942
2011-12-01,1,2,37992,630,35966,628,29890.17199745588
2011-12-01,1,3,78629,3217,71792,1371,28047.559481026005
2011-12-01,1,4,124519,9926,77314,35387,39010.22158061094
2011-12-01,1,5,74384,843,70053,2524,33146.904199946075
2011-12-01,1,6,89570,309,87288,906,34672.245770460606
2011-12-01,1,7,71616,265,69321,1172,23960.592096623615
2011-12-01,1,8,247373,51491,52219,139854,49069.150964380584
2011-12-01,1,9,154400,23416,18775,94313,36323.727884780805
2011-12-01,1,10,117209,4204,39545,72559,29147.49186885846
2011-12-01,1,11,72356,1794,61028,8493,26337.89059833065
2011-12-01,1,12,67385,20983,11737,27796,52560.592700932604
2011-12-01,1,13,56938,29374,10470,14123,61949.53247343876
2011-12-01,1,14,120999,50502,8740,55765,61849.46498489269
2011-12-01,1,15,57816,943,53971,2142,27940.008433779956
2011-12-01,1,16,200465,137950,2028,46478,64130.009980213974
2011-12-01,1,17,144451,55798,4803,62490,55060.057577077394
2011-12-01,1,18,114472,86195,10623,5698,87939.2372898094
2011-12-01,1,19,106218,84719,2671,11360,93097.5696425188
2011-12-01,1,20,89140,48166,9498,16352,52332.7159687798
2011-12-01,1,21,69813,16709,32673,2800,45464.24450115845
2011-12-01,1,22,101879,34930,61918,3360,65103.414276256946
2011-12-01,1,23,94560,65845,10626,8648,58692.04464220799
2011-12-01,1,24,139915,59784,25202,29634,44899.58259847497
2011-12-01,1,25,199152,29288,32850,132050,40940.779706306304
2012-01-01,1,1,38472,22608,4953,2543,91084.90740099942
2012-01-01,1,2,37992,630,35966,628,29890.17199745588
2012-01-01,1,3,78629,3217,71792,1371,28047.559481026005
2012-01-01,1,4,124519,9926,77314,35387,39010.22158061094
2012-01-01,1,5,74384,843,70053,2524,33146.904199946075
2012-01-01,1,6,89570,309,87288,906,34672.245770460606
2012-01-01,1,7,71616,265,69321,1172,23960.592096623615
2012-01-01,1,8,247373,51491,52219,139854,49069.150964380584
2012-01-01,1,9,154400,23416,18775,94313,36323.727884780805
2012-01-01,1,10,117209,4204,39545,72559,29147.49186885846
2012-01-01,1,11,72356,1794,61028,8493,26337.89059833065
2012-01-01,1,12,67385,20983,11737,27796,52560.592700932604
2012-01-01,1,13,56938,29374,10470,14123,61949.53247343876
2012-01-01,1,14,120999,50502,8740,55765,61849.46498489269
2012-01-01,1,15,57816,943,53971,2142,27940.008433779956
2012-01-01,1,16,200465,137950,2028,46478,64130.009980213974
2012-01-01,1,17,144451,55798,4803,62490,55060.057577077394
2012-01-01,1,18,114472,86195,10623,5698,87939.2372898094
2012-01-01,1,19,106218,84719,2671,11360,93097.5696425188
2012-01-01,1,20,89140,48166,9498,16352,52332.7159687798
2012-01-01,1,21,69813,16709,32673,2800,45464.24450115845
2012-01-01,1,22,101879,34930,61918,3360,65103.414276256946
2012-01-01,1,23,94560,65845,10626,8648,58692.04464220799
2012-01-01,1,24,139915,59784,25202,29634,44899.58259847497
2012-01-01,1,25,199152,29288,32850,132050,40940.779706306304
2012-02-01,1,1,38472,22608,4953,2543,91084.90740099942
2012-02-01,1,2,37992,630,35966,628,29890.17199745588
2012-02-01,1,3,78629,3217,71792,1371,28047.559481026005
2012-02-01,1,4,124519,9926,77314,35387,39010.22158061094
2012-02-01,1,5,74384,843,70053,2524,33146.904199946075
2012-02-01,1,6,89570,309,87288,906,34672.245770460606
2012-02-01,1,7,71616,265,69321,1172,23960.592096623615
2012-02-01,1,8,247373,51491,52219,139854,49069.150964380584
2012-02-01,1,9,154400,23416,18775,94313,36323.727884780805
2012-02-01,1,10,117209,4204,39545,72559,29147.49186885846
2012-02-01,1,11,72356,1794,61028,8493,26337.89059833065
2012-02-01,1,12,67385,20983,11737,27796,52560.592700932604
2012-02-01,1,13,56938,29374,10470,14123,61949.53247343876
2012-02-01,1,14,120999,50502,8740,55765,61849.46498489269
2012-02-01,1,15,57816,943,53971,2142,27940.008433779956
2012-02-01,1,16,200465,137950,2028,46478,64130.009980213974
2012-02-01,1,17,144451,55798,4803,62490,55060.057577077394
2012-02-01,1,18,114472,86195,10623,5698,87939.2372898094
2012-02-01,1,19,106218,84719,2671,11360,93097.5696425188
2012-02-01,1,20,89140,48166,9498,16352,52332.7159687798
2012-02-01,1,21,69813,16709,32673,2800,45464.24450115845
2012-02-01,1,22,101879,34930,61918,3360,65103.414276256946
2012-02-01,1,23,94560,65845,10626,8648,58692.04464220799
2012-02-01,1,24,139915,59784,25202,29634,44899.58259847497
2012-02-01,1,25,199152,29288,32850,132050,40940.779706306304
2012-03-01,1,1,38472,22608,4953,2543,91084.90740099942
2012-03-01,1,2,37992,630,35966,628,29890.17199745588
2012-03-01,1,3,78629,3217,71792,1371,28047.559481026005
2012-03-01,1,4,124519,9926,77314,35387,39010.22158061094
2012-03-01,1,5,74384,843,70053,2524,33146.904199946075
2012-03-01,1,6,89570,309,87288,906,34672.245770460606
2012-03-01,1,7,71616,265,69321,1172,23960.592096623615
2012-03-01,1,8,247373,51491,52219,139854,49069.150964380584
2012-03-01,1,9,154400,23416,18775,94313,36323.727884780805
2012-03-01,1,10,117209,4204,39545,72559,29147.49186885846
2012-03-01,1,11,72356,1794,61028,8493,26337.89059833065
2012-03-01,1,12,67385,20983,11737,27796,52560.592700932604
2012-03-01,1,13,56938,29374,10470,14123,61949.53247343876
2012-03-01,1,14,120999,50502,8740,55765,61849.46498489269
2012-03-01,1,15,57816,943,53971,2142,27940.008433779956
2012-03-01,1,16,200465,137950,2028,46478,64130.009980213974
2012-03-01,1,17,144451,55798,4803,62490,55060.057577077394
2012-03-01,1,18,114472,86195,10623,5698,87939.2372898094
2012-03-01,1,19,106218,84719,2671,11360,93097.5696425188
2012-03-01,1,20,89140,48166,9498,16352,52332.7159687798
2012-03-01,1,21,69813,16709,32673,2800,45464.24450115845
2012-03-01,1,22,101879,34930,61918,3360,65103.414276256946
2012-03-01,1,23,94560,65845,10626,8648,58692.04464220799
2012-03-01,1,24,139915,59784,25202,29634,44899.58259847497
2012-03-01,1,25,199152,29288,32850,132050,40940.779706306304
2012-04-01,2,1,41888,22914,7700,2611,86737.54362899279
2012-04-01,2,2,97135,16699,65634,3222,41051.853244316866
2012-04-01,2,3,78629,3217,71792,1371,28047.559481026005
2012-04-01,2,4,124519,9926,77314,35387,39010.22158061094
2012-04-01,2,5,74384,843,70053,2524,33146.904199946075
2012-04-01,2,6,89570,309,87288,906,34672.245770460606
2012-04-01,2,7,71616,265,69321,1172,23960.592096623615
2012-04-01,2,8,247373,51491,52219,139854,49069.150964380584
2012-04-01,2,9,161654,23750,19033,94451,35887.45633519837
2012-04-01,2,10,117209,4204,39545,72559,29147.49186885846
2012-04-01,2,11,72356,1794,61028,8493,26337.89059833065
2012-04-01,2,12,76903,26323,13531,29557,54957.34747725016
2012-04-01,2,13,47420,24034,8676,12362,59947.13467064596
2012-04-01,2,14,120999,50502,8740,55765,61849.46498489269
2012-04-01,2,15,57816,943,53971,2142,27940.008433779956
2012-04-01,2,16,200465,137950,2028,46478,64130.009980213974
2012-04-01,2,17,144451,55798,4803,62490,55060.057577077394
2012-04-01,2,18,114472,86195,10623,5698,87939.2372898094
2012-04-01,2,19,200778,150564,13297,20008,76893.67058968736
2012-04-01,2,20,89140,48166,9498,16352,52332.7159687798
2012-04-01,2,22,101879,34930,61918,3360,65103.414276256946
2012-04-01,2,24,139915,59784,25202,29634,44899.58259847497
2012-04-01,2,25,199152,29288,32850,132050,40940.779706306304
2012-05-01,2,1,41888,22914,7700,2611,86737.54362899279
2012-05-01,2,2,97135,16699,65634,3222,41051.853244316866
2012-05-01,2,3,78629,3217,71792,1371,28047.559481026005
2012-05-01,2,4,124519,9926,77314,35387,39010.22158061094
2012-05-01,2,5,74384,843,70053,2524,33146.904199946075
2012-05-01,2,6,89570,309,87288,906,34672.245770460606
2012-05-01,2,7,71616,265,69321,1172,23960.592096623615
2012-05-01,2,8,247373,51491,52219,139854,49069.150964380584
2012-05-01,2,9,161654,23750,19033,94451,35887.45633519837
2012-05-01,2,10,117209,4204,39545,72559,29147.49186885846
2012-05-01,2,11,72356,1794,61028,8493,26337.89059833065
2012-05-01,2,12,76903,26323,13531,29557,54957.34747725016
2012-05-01,2,13,47420,24034,8676,12362,59947.13467064596
2012-05-01,2,14,120999,50502,8740,55765,61849.46498489269
2012-05-01,2,15,57816,943,53971,2142,27940.008433779956
2012-05-01,2,16,200465,137950,2028,46478,64130.009980213974
2012-05-01,2,17,144451,55798,4803,62490,55060.057577077394
2012-05-01,2,18,114472,86195,10623,5698,87939.2372898094
2012-05-01,2,19,200778,150564,13297,20008,76893.67058968736
2012-05-01,2,20,89140,48166,9498,16352,52332.7159687798
2012-05-01,2,22,101879,34930,61918,3360,65103.414276256946
2012-05-01,2,24,139915,59784,25202,29634,44899.58259847497
2012-05-01,2,25,199152,29288,32850,132050,40940.779706306304
2012-06-01,2,1,41888,22914,7700,2611,86737.54362899279
2012-06-01,2,2,97135,16699,65634,3222,41051.853244316866
2012-06-01,2,3,78629,3217,71792,1371,28047.559481026005
2012-06-01,2,4,124519,9926,77314,35387,39010.22158061094
2012-06-01,2,5,74384,843,70053,2524,33146.904199946075
2012-06-01,2,6,89570,309,87288,906,34672.245770460606
2012-06-01,2,7,71616,265,69321,1172,23960.592096623615
2012-06-01,2,8,247373,51491,52219,139854,49069.150964380584
2012-06-01,2,9,161654,23750,19033,94451,35887.45633519837
2012-06-01,2,10,117209,4204,39545,72559,29147.49186885846
2012-06-01,2,11,72356,1794,61028,8493,26337.89059833065
2012-06-01,2,12,76903,26323,13531,29557,54957.34747725016
2012-06-01,2,13,47420,24034,8676,12362,59947.13467064596
2012-06-01,2,14,120999,50502,8740,55765,61849.46498489269
2012-06-01,2,15,57816,943,53971,2142,27940.008433779956
2012-06-01,2,16,200465,137950,2028,46478,64130.009980213974
2012-06-01,2,17,144451,55798,4803,62490,55060.057577077394
2012-06-01,2,18,114472,86195,10623,5698,87939.2372898094
2012-06-01,2,19,200778,150564,13297,20008,76893.67058968736
2012-06-01,2,20,89140,48166,9498,16352,52332.7159687798
2012-06-01,2,22,101879,34930,61918,3360,65103.414276256946
2012-06-01,2,24,139915,59784,25202,29634,44899.58259847497
2012-06-01,2,25,199152,29288,32850,132050,40940.779706306304
2012-07-01,2,1,41888,22914,7700,2611,86737.54362899279
2012-07-01,2,2,97135,16699,65634,3222,41051.853244316866
2012-07-01,2,3,78629,3217,71792,1371,28047.559481026005
2012-07-01,2,4,124519,9926,77314,35387,39010.22158061094
2012-07-01,2,5,74384,843,70053,2524,33146.904199946075
2012-07-01,2,6,89570,309,87288,906,34672.245770460606
2012-07-01,2,7,71616,265,69321,1172,23960.592096623615
2012-07-01,2,8,247373,51491,52219,139854,49069.150964380584
2012-07-01,2,9,161654,23750,19033,94451,35887.45633519837
2012-07-01,2,10,117209,4204,39545,72559,29147.49186885846
2012-07-01,2,11,72356,1794,61028,8493,26337.89059833065
2012-07-01,2,12,76903,26323,13531,29557,54957.34747725016
2012-07-01,2,13,47420,24034,8676,12362,59947.13467064596
2012-07-01,2,14,120999,50502,8740,55765,61849.46498489269
2012-07-01,2,15,57816,943,53971,2142,27940.008433779956
2012-07-01,2,16,200465,137950,2028,46478,64130.009980213974
2012-07-01,2,17,144451,55798,4803,62490,55060.057577077394
2012-07-01,2,18,114472,86195,10623,5698,87939.2372898094
2012-07-01,2,19,200778,150564,13297,20008,76893.67058968736
2012-07-01,2,20,89140,48166,9498,16352,52332.7159687798
2012-07-01,2,22,101879,34930,61918,3360,65103.414276256946
2012-07-01,2,24,139915,59784,25202,29634,44899.58259847497
2012-07-01,2,25,199152,29288,32850,132050,40940.779706306304
2012-08-01,2,1,41888,22914,7700,2611,86737.54362899279
2012-08-01,2,2,97135,16699,65634,3222,41051.853244316866
2012-08-01,2,3,78629,3217,71792,1371,28047.559481026005
2012-08-01,2,4,124519,9926,77314,35387,39010.22158061094
2012-08-01,2,5,74384,843,70053,2524,33146.904199946075
2012-08-01,2,6,89570,309,87288,906,34672.245770460606
2012-08-01,2,7,71616,265,69321,1172,23960.592096623615
2012-08-01,2,8,247373,51491,52219,139854,49069.150964380584
2012-08-01,2,9,161654,23750,19033,94451,35887.45633519837
2012-08-01,2,10,117209,4204,39545,72559,29147.49186885846
2012-08-01,2,11,72356,1794,61028,8493,26337.89059833065
2012-08-01,2,12,76903,26323,13531,29557,54957.34747725016
2012-08-01,2,13,47420,24034,8676,12362,59947.13467064596
2012-08-01,2,14,120999,50502,8740,55765,61849.46498489269
2012-08-01,2,15,57816,943,53971,2142,27940.008433779956
2012-08-01,2,16,200465,137950,2028,46478,64130.009980213974
2012-08-01,2,17,144451,55798,4803,62490,55060.057577077394
2012-08-01,2,18,114472,86195,10623,5698,87939.2372898094
2012-08-01,2,19,200778,150564,13297,20008,76893.67058968736
2012-08-01,2,20,89140,48166,9498,16352,52332.7159687798
2012-08-01,2,22,101879,34930,61918,3360,65103.414276256946
2012-08-01,2,24,139915,59784,25202,29634,44899.58259847497
2012-08-01,2,25,199152,29288,32850,132050,40940.779706306304
2012-09-01,2,1,41888,22914,7700,2611,86737.54362899279
2012-09-01,2,2,97135,16699,65634,3222,41051.853244316866
2012-09-01,2,3,78629,3217,71792,1371,28047.559481026005
2012-09-01,2,4,124519,9926,77314,35387,39010.22158061094
2012-09-01,2,5,74384,843,70053,2524,33146.904199946075
2012-09-01,2,6,89570,309,87288,906,34672.245770460606
2012-09-01,2,7,71616,265,69321,1172,23960.592096623615
2012-09-01,2,8,247373,51491,52219,139854,49069.150964380584
2012-09-01,2,9,161654,23750,19033,94451,35887.45633519837
2012-09-01,2,10,117209,4204,39545,72559,29147.49186885846
2012-09-01,2,11,72356,1794,61028,8493,26337.89059833065
2012-09-01,2,12,76903,26323,13531,29557,54957.34747725016
2012-09-01,2,13,47420,24034,8676,12362,59947.13467064596
2012-09-01,2,14,120999,50502,8740,55765,61849.46498489269
2012-09-01,2,15,57816,943,53971,2142,27940.008433779956
2012-09-01,2,16,200465,137950,2028,46478,64130.009980213974
2012-09-01,2,17,144451,55798,4803,62490,55060.057577077394
2012-09-01,2,18,114472,86195,10623,5698,87939.2372898094
2012-09-01,2,19,200778,150564,13297,20008,76893.67058968736
2012-09-01,2,20,89140,48166,9498,16352,52332.7159687798
2012-09-01,2,22,101879,34930,61918,3360,65103.414276256946
2012-09-01,2,24,139915,59784,25202,29634,44899.58259847497
2012-09-01,2,25,199152,29288,32850,132050,40940.779706306304
2012-10-01,2,1,41888,22914,7700,2611,86737.54362899279
2012-10-01,2,2,97135,16699,65634,3222,41051.853244316866
2012-10-01,2,3,78629,3217,71792,1371,28047.559481026005
2012-10-01,2,4,124519,9926,77314,35387,39010.22158061094
2012-10-01,2,5,74384,843,70053,2524,33146.904199946075
2012-10-01,2,6,89570,309,87288,906,34672.245770460606
2012-10-01,2,7,71616,265,69321,1172,23960.592096623615
2012-10-01,2,8,247373,51491,52219,139854,49069.150964380584
2012-10-01,2,9,161654,23750,19033,94451,35887.45633519837
2012-10-01,2,10,117209,4204,39545,72559,29147.49186885846
2012-10-01,2,11,72356,1794,61028,8493,26337.89059833065
2012-10-01,2,12,76903,26323,13531,29557,54957.34747725016
2012-10-01,2,13,47420,24034,8676,12362,59947.13467064596
2012-10-01,2,14,120999,50502,8740,55765,61849.46498489269
2012-10-01,2,15,57816,943,53971,2142,27940.008433779956
2012-10-01,2,16,200465,137950,2028,46478,64130.009980213974
2012-10-01,2,17,144451,55798,4803,62490,55060.057577077394
2012-10-01,2,18,114472,86195,10623,5698,87939.2372898094
2012-10-01,2,19,200778,150564,13297,20008,76893.67058968736
2012-10-01,2,20,89140,48166,9498,16352,52332.7159687798
2012-10-01,2,22,101879,34930,61918,3360,65103.414276256946
2012-10-01,2,24,139915,59784,25202,29634,44899.58259847497
2012-10-01,2,25,199152,29288,32850,132050,40940.779706306304
2012-11-01,2,1,41888,22914,7700,2611,86737.54362899279
2012-11-01,2,2,97135,16699,65634,3222,41051.853244316866
2012-11-01,2,3,78629,3217,71792,1371,28047.559481026005
2012-11-01,2,4,124519,9926,77314,35387,39010.22158061094
2012-11-01,2,5,74384,843,70053,2524,33146.904199946075
2012-11-01,2,6,89570,309,87288,906,34672.245770460606
2012-11-01,2,7,71616,265,69321,1172,23960.592096623615
2012-11-01,2,8,247373,51491,52219,139854,49069.150964380584
2012-11-01,2,9,161654,23750,19033,94451,35887.45633519837
2012-11-01,2,10,117209,4204,39545,72559,29147.49186885846
2012-11-01,2,11,72356,1794,61028,8493,26337.89059833065
2012-11-01,2,12,76903,26323,13531,29557,54957.34747725016
2012-11-01,2,13,47420,24034,8676,12362,59947.13467064596
2012-11-01,2,14,120999,50502,8740,55765,61849.46498489269
2012-11-01,2,15,57816,943,53971,2142,27940.008433779956
2012-11-01,2,16,200465,137950,2028,46478,64130.009980213974
2012-11-01,2,17,144451,55798,4803,62490,55060.057577077394
2012-11-01,2,18,114472,86195,10623,5698,87939.2372898094
2012-11-01,2,19,200778,150564,13297,20008,76893.67058968736
2012-11-01,2,20,89140,48166,9498,16352,52332.7159687798
2012-11-01,2,22,101879,34930,61918,3360,65103.414276256946
2012-11-01,2,24,139915,59784,25202,29634,44899.58259847497
2012-11-01,2,25,199152,29288,32850,132050,40940.779706306304
2012-12-01,2,1,41888,22914,7700,2611,86737.54362899279
2012-12-01,2,2,97135,16699,65634,3222,41051.853244316866
2012-12-01,2,3,78629,3217,71792,1371,28047.559481026005
2012-12-01,2,4,124519,9926,77314,35387,39010.22158061094
2012-12-01,2,5,74384,843,70053,2524,33146.904199946075
2012-12-01,2,6,89570,309,87288,906,34672.245770460606
2012-12-01,2,7,71616,265,69321,1172,23960.592096623615
2012-12-01,2,8,247373,51491,52219,139854,49069.150964380584
2012-12-01,2,9,161654,23750,19033,94451,35887.45633519837
2012-12-01,2,10,117209,4204,39545,72559,29147.49186885846
2012-12-01,2,11,72356,1794,61028,8493,26337.89059833065
2012-12-01,2,12,76903,26323,13531,29557,54957.34747725016
2012-12-01,2,13,47420,24034,8676,12362,59947.13467064596
2012-12-01,2,14,120999,50502,8740,55765,61849.46498489269
2012-12-01,2,15,57816,943,53971,2142,27940.008433779956
2012-12-01,2,16,200465,137950,2028,46478,64130.009980213974
2012-12-01,2,17,144451,55798,4803,62490,55060.057577077394
2012-12-01,2,18,114472,86195,10623,5698,87939.2372898094
2012-12-01,2,19,200778,150564,13297,20008,76893.67058968736
2012-12-01,2,20,89140,48166,9498,16352,52332.7159687798
2012-12-01,2,22,101879,34930,61918,3360,65103.414276256946
2012-12-01,2,24,139915,59784,25202,29634,44899.58259847497
2012-12-01,2,25,199152,29288,32850,132050,40940.779706306304
2013-01-01,3,1,41888,22914,7700,2611,86737.54362899279
2013-01-01,3,2,97135,16699,65634,3222,41051.853244316866
2013-01-01,3,3,78629,3217,71792,1371,28047.559481026005
2013-01-01,3,4,124519,9926,77314,35387,39010.22158061094
2013-01-01,3,5,74384,843,70053,2524,33146.904199946075
2013-01-01,3,6,89570,309,87288,906,34672.245770460606
2013-01-01,3,7,71616,265,69321,1172,23960.592096623615
2013-01-01,3,8,247373,51491,52219,139854,49069.150964380584
2013-01-01,3,9,161654,23750,19033,94451,35887.45633519837
2013-01-01,3,10,117209,4204,39545,72559,29147.49186885846
2013-01-01,3,11,72356,1794,61028,8493,26337.89059833065
2013-01-01,3,12,124323,50357,22207,41919,56860.581060021075
2013-01-01,3,14,120999,50502,8740,55765,61849.46498489269
2013-01-01,3,15,57816,943,53971,2142,27940.008433779956
2013-01-01,3,16,200465,137950,2028,46478,64130.009980213974
2013-01-01,3,17,144451,55798,4803,62490,55060.057577077394
2013-01-01,3,18,114472,86195,10623,5698,87939.2372898094
2013-01-01,3,19,200778,150564,13297,20008,76893.67058968736
2013-01-01,3,20,89140,48166,9498,16352,52332.7159687798
2013-01-01,3,22,101879,34930,61918,3360,65103.414276256946
2013-01-01,3,24,139915,59784,25202,29634,44899.58259847497
2013-01-01,3,25,199152,29288,32850,132050,40940.779706306304
2013-02-01,3,1,41888,22914,7700,2611,86737.54362899279
2013-02-01,3,2,97135,16699,65634,3222,41051.853244316866
2013-02-01,3,3,78629,3217,71792,1371,28047.559481026005
2013-02-01,3,4,124519,9926,77314,35387,39010.22158061094
2013-02-01,3,5,74384,843,70053,2524,33146.904199946075
2013-02-01,3,6,89570,309,87288,906,34672.245770460606
2013-02-01,3,7,71616,265,69321,1172,23960.592096623615
2013-02-01,3,8,247373,51491,52219,139854,49069.150964380584
2013-02-01,3,9,161654,23750,19033,94451,35887.45633519837
2013-02-01,3,10,117209,4204,39545,72559,29147.49186885846
2013-02-01,3,11,72356,1794,61028,8493,26337.89059833065
2013-02-01,3,12,124323,50357,22207,41919,56860.581060021075
2013-02-01,3,14,120999,50502,8740,55765,61849.46498489269
2013-02-01,3,15,57816,943,53971,2142,27940.008433779956
2013-02-01,3,16,200465,137950,2028,46478,64130.009980213974
2013-02-01,3,17,144451,55798,4803,62490,55060.057577077394
2013-02-01,3,18,114472,86195,10623,5698,87939.2372898094
2013-02-01,3,19,200778,150564,13297,20008,76893.67058968736
2013-02-01,3,20,89140,48166,9498,16352,52332.7159687798
2013-02-01,3,22,101879,34930,61918,3360,65103.414276256946
2013-02-01,3,24,139915,59784,25202,29634,44899.58259847497
2013-02-01,3,25,199152,29288,32850,132050,40940.779706306304
2013-03-01,3,1,41888,22914,7700,2611,86737.54362899279
2013-03-01,3,2,97135,16699,65634,3222,41051.853244316866
2013-03-01,3,3,78629,3217,71792,1371,28047.559481026005
